Prov_ID,Province,Dist_ID,District,Sect_ID,Name,join_key,sector,non_poor,vulnerable,moderately_poor,severely_poor,total,count,district,poverty_rate,poverty_score,poor_population,severely_poor_population
4.0,Northern Province,41.0,Rulindo,4111.0,Murambi,murambi,Murambi,34.5,28.0,29.5,8.0,100,36887,Gatsibo,37.5,18.5,13832.625,2950.96
4.0,Northern Province,41.0,Rulindo,4112.0,Ngoma,ngoma,Ngoma,44.2,19.3,30.5,6.0,100,23800,Nyaruguru,36.5,16.383333333333333,8687.0,1428.0
4.0,Northern Province,41.0,Rulindo,4112.0,Ngoma,ngoma,Ngoma,79.4,10.5,8.3,1.8,100,22160,Huye,10.100000000000001,5.416666666666667,2238.1600000000003,398.88
4.0,Northern Province,41.0,Rulindo,4112.0,Ngoma,ngoma,Ngoma,42.9,29.6,24.3,3.2,100,12980,Rulindo,27.5,14.633333333333335,3569.5,415.36
4.0,Northern Province,41.0,Rulindo,4113.0,Ntarabana,ntarabana,Ntarabana,47.8,22.6,24.3,5.3,100,25455,Rulindo,29.6,14.516666666666666,7534.68,1349.115
4.0,Northern Province,41.0,Rulindo,4114.0,Rukozo,rukozo,Rukozo,40.6,29.1,26.2,4.1,100,17066,Rulindo,30.299999999999997,15.633333333333335,5170.998,699.7059999999999
4.0,Northern Province,41.0,Rulindo,4115.0,Rusiga,rusiga,Rusiga,48.4,27.6,22.4,1.6,100,13835,Rulindo,24.0,12.866666666666665,3320.4,221.36
4.0,Northern Province,41.0,Rulindo,4117.0,Tumba,tumba,Tumba,68.8,13.9,12.5,4.8,100,39494,Huye,17.3,8.883333333333333,6832.462,1895.7119999999998
4.0,Northern Province,41.0,Rulindo,4117.0,Tumba,tumba,Tumba,46.1,31.0,21.0,1.9,100,21093,Rulindo,22.9,13.116666666666667,4830.297,400.767
4.0,Northern Province,42.0,Gakenke,4201.0,Busengo,busengo,Busengo,37.8,32.7,26.7,2.7,100,21365,Gakende,29.4,15.700000000000001,6281.31,576.855
4.0,Northern Province,42.0,Gakenke,4202.0,Coko,coko,Coko,49.0,28.3,21.1,1.6,100,18386,Gakende,22.700000000000003,12.549999999999999,4173.622,294.17600000000004
4.0,Northern Province,42.0,Gakenke,4203.0,Cyabingo,cyabingo,Cyabingo,38.6,28.4,30.0,2.9,100,19289,Gakende,32.9,16.183333333333334,6346.081,559.381
4.0,Northern Province,42.0,Gakenke,4204.0,Gakenke,gakenke,Gakenke,43.6,29.4,24.2,2.7,100,25527,Gakende,26.9,14.316666666666668,6866.762999999999,689.229
4.0,Northern Province,42.0,Gakenke,4205.0,Gashenyi,gashenyi,Gashenyi,40.1,28.3,28.9,2.7,100,23528,Gakende,31.599999999999998,15.700000000000001,7434.847999999999,635.2560000000001
4.0,Northern Province,42.0,Gakenke,4206.0,Janja,janja,Janja,29.6,38.2,28.2,4.0,100,15743,Gakende,32.2,17.76666666666667,5069.246,629.72
4.0,Northern Province,42.0,Gakenke,4207.0,Kamubuga,kamubuga,Kamubuga,32.6,27.1,32.8,7.5,100,22768,Gakende,40.3,19.2,9175.503999999999,1707.6
4.0,Northern Province,42.0,Gakenke,4208.0,Karambo,karambo,Karambo,37.3,28.4,31.1,3.3,100,14483,Gakende,34.4,16.75,4982.151999999999,477.93899999999996
4.0,Northern Province,42.0,Gakenke,4209.0,Kivuruga,kivuruga,Kivuruga,48.4,23.8,25.3,2.5,100,19357,Gakende,27.8,13.65,5381.246,483.925
4.0,Northern Province,42.0,Gakenke,4210.0,Mataba,mataba,Mataba,22.3,32.8,37.7,7.2,100,16334,Gakende,44.900000000000006,21.633333333333336,7333.966000000001,1176.048
4.0,Northern Province,42.0,Gakenke,4211.0,Minazi,minazi,Minazi,38.5,30.9,27.6,3.0,100,14455,Gakende,30.6,15.85,4423.23,433.65
4.0,Northern Province,42.0,Gakenke,4212.0,Mugunga,mugunga,Mugunga,36.8,32.4,25.5,5.4,100,20833,Gakende,30.9,16.599999999999998,6437.397,1124.9820000000002
4.0,Northern Province,42.0,Gakenke,4213.0,Muhondo,muhondo,Muhondo,59.8,22.0,17.2,1.0,100,22312,Gakende,18.2,9.9,4060.7839999999997,223.12
4.0,Northern Province,42.0,Gakenke,4214.0,Muyongwe,muyongwe,Muyongwe,41.1,30.0,26.6,2.4,100,16754,Gakende,29.0,15.066666666666668,4858.66,402.096
4.0,Northern Province,42.0,Gakenke,4215.0,Muzo,muzo,Muzo,22.7,38.3,33.4,5.7,100,22140,Gakende,39.1,20.366666666666667,8656.74,1261.98
4.0,Northern Province,42.0,Gakenke,4216.0,Nemba,nemba,Nemba,37.7,32.0,27.3,3.0,100,17454,Gakende,30.3,15.933333333333332,5288.562000000001,523.62
4.0,Northern Province,42.0,Gakenke,4216.0,Nemba,nemba,Nemba,39.0,27.3,29.1,4.5,100,21077,Burera,33.6,16.5,7081.872,948.465
4.0,Northern Province,42.0,Gakenke,4217.0,Ruli,ruli,Ruli,63.9,21.4,12.9,1.8,100,24995,Gakende,14.700000000000001,8.766666666666667,3674.265,449.91
4.0,Northern Province,42.0,Gakenke,4218.0,Rusasa,rusasa,Rusasa,28.9,34.9,32.1,4.1,100,18945,Gakende,36.2,18.566666666666666,6858.09,776.745
4.0,Northern Province,42.0,Gakenke,4219.0,Rushashi,rushashi,Rushashi,49.2,28.6,20.9,1.3,100,19637,Gakende,22.2,12.383333333333333,4359.414,255.28100000000003
4.0,Northern Province,43.0,Musanze,4301.0,Busogo,busogo,Busogo,59.9,17.8,19.0,3.3,100,27750,Musanze,22.3,10.950000000000001,6188.25,915.75
4.0,Northern Province,43.0,Musanze,4302.0,Cyuve,cyuve,Cyuve,60.7,16.5,18.2,4.6,100,61755,Musanze,22.799999999999997,11.116666666666665,14080.139999999998,2840.73
4.0,Northern Province,43.0,Musanze,4303.0,Gacaca,gacaca,Gacaca,39.7,22.3,30.7,7.3,100,29526,Musanze,38.0,17.599999999999998,11219.88,2155.3979999999997
4.0,Northern Province,43.0,Musanze,4304.0,Gashaki,gashaki,Gashaki,51.7,22.9,23.2,2.2,100,13835,Musanze,25.4,12.65,3514.09,304.37000000000006
4.0,Northern Province,43.0,Musanze,4305.0,Gataraga,gataraga,Gataraga,31.8,32.7,28.5,7.0,100,25323,Musanze,35.5,18.45,8989.665,1772.61
4.0,Northern Province,43.0,Musanze,4306.0,Kimonyi,kimonyi,Kimonyi,41.3,21.8,27.5,9.3,100,22508,Musanze,36.8,17.45,8282.944,2093.244
4.0,Northern Province,43.0,Musanze,4307.0,Kinigi,kinigi,Kinigi,43.2,26.0,26.4,4.4,100,32793,Musanze,30.799999999999997,15.333333333333334,10100.243999999999,1442.892
4.0,Northern Province,43.0,Musanze,4308.0,Muhoza,muhoza,Muhoza,78.9,10.8,8.7,1.7,100,67577,Musanze,10.399999999999999,5.55,7028.007999999999,1148.809
4.0,Northern Province,43.0,Musanze,4309.0,Muko,muko,Muko,45.6,22.5,25.7,6.2,100,27738,Musanze,31.9,15.416666666666666,8848.421999999999,1719.756
4.0,Northern Province,43.0,Musanze,4309.0,Muko,muko,Muko,42.4,26.3,25.8,5.5,100,20209,Gicumbi,31.3,15.733333333333333,6325.417,1111.495
4.0,Northern Province,43.0,Musanze,4310.0,Musanze,musanze,Musanze,43.6,24.8,25.0,6.5,100,49323,Musanze,31.5,15.716666666666667,15536.745,3205.995
4.0,Northern Province,43.0,Musanze,4311.0,Nkotsi,nkotsi,Nkotsi,43.3,27.8,25.5,3.4,100,18218,Musanze,28.9,14.833333333333334,5265.0019999999995,619.4119999999999
4.0,Northern Province,43.0,Musanze,4312.0,Nyange,nyange,Nyange,32.3,34.1,28.8,4.8,100,25927,Ngororero,33.6,17.683333333333334,8711.472000000002,1244.4959999999999
4.0,Northern Province,43.0,Musanze,4312.0,Nyange,nyange,Nyange,40.0,25.2,28.6,6.2,100,32685,Musanze,34.800000000000004,16.833333333333336,11374.380000000003,2026.47
4.0,Northern Province,43.0,Musanze,4313.0,Remera,remera,Remera,90.8,6.7,2.1,0.4,100,49371,Gasabo,2.5,2.016666666666667,1234.275,197.484
4.0,Northern Province,43.0,Musanze,4313.0,Remera,remera,Remera,51.1,23.5,23.3,2.1,100,19805,Musanze,25.400000000000002,12.733333333333334,5030.47,415.905
4.0,Northern Province,43.0,Musanze,4313.0,Remera,remera,Remera,35.4,23.3,30.7,10.7,100,32297,Gatsibo,41.4,19.466666666666665,13370.958,3455.7789999999995
4.0,Northern Province,43.0,Musanze,4313.0,Remera,remera,Remera,48.1,20.0,24.4,7.5,100,33049,Ngoma,31.9,15.216666666666667,10542.631,2478.675
4.0,Northern Province,43.0,Musanze,4314.0,Rwaza,rwaza,Rwaza,39.8,26.7,28.8,4.8,100,24168,Musanze,33.6,16.45,8120.448,1160.0639999999999
4.0,Northern Province,43.0,Musanze,4315.0,Shingiro,shingiro,Shingiro,24.7,31.1,33.6,10.6,100,24380,Musanze,44.2,21.683333333333334,10775.96,2584.28
4.0,Northern Province,44.0,Burera,4401.0,Bungwe,bungwe,Bungwe,38.9,27.4,30.3,3.3,100,15819,Burera,33.6,16.316666666666666,5315.184,522.0269999999999
4.0,Northern Province,44.0,Burera,4402.0,Butaro,butaro,Butaro,42.2,25.5,27.9,4.4,100,34896,Burera,32.3,15.75,11271.407999999998,1535.4240000000002
4.0,Northern Province,44.0,Burera,4403.0,Cyanika,cyanika,Cyanika,40.6,27.7,27.3,4.5,100,27403,Nyamagabe,31.8,15.966666666666667,8714.154,1233.135
4.0,Northern Province,44.0,Burera,4403.0,Cyanika,cyanika,Cyanika,36.1,25.1,32.6,6.1,100,40938,Burera,38.7,18.099999999999998,15843.006000000001,2497.218
4.0,Northern Province,44.0,Burera,4404.0,Cyeru,cyeru,Cyeru,41.6,26.9,27.5,4.0,100,14231,Burera,31.5,15.65,4482.765,569.24
4.0,Northern Province,44.0,Burera,4405.0,Gahunga,gahunga,Gahunga,34.4,28.0,31.5,6.1,100,26599,Burera,37.6,18.216666666666665,10001.224,1622.539
4.0,Northern Province,44.0,Burera,4406.0,Gatebe,gatebe,Gatebe,31.1,28.7,33.5,6.6,100,18694,Burera,40.1,19.25,7496.294,1233.8039999999999
4.0,Northern Province,44.0,Burera,4407.0,Gitovu,gitovu,Gitovu,36.2,32.9,27.1,3.8,100,11000,Burera,30.900000000000002,16.416666666666668,3399.0,418.0
4.0,Northern Province,44.0,Burera,4408.0,Kagogo,kagogo,Kagogo,33.1,28.2,32.3,6.4,100,21153,Burera,38.699999999999996,18.666666666666668,8186.210999999998,1353.7920000000001
4.0,Northern Province,44.0,Burera,4409.0,Kinoni,kinoni,Kinoni,43.0,26.6,26.5,3.8,100,18606,Burera,30.3,15.166666666666666,5637.618,707.028
4.0,Northern Province,44.0,Burera,4410.0,Kinyababa,kinyababa,Kinyababa,37.2,28.8,28.5,5.6,100,21804,Burera,34.1,17.099999999999998,7435.164000000001,1221.024
4.0,Northern Province,44.0,Burera,4411.0,Kivuye,kivuye,Kivuye,46.7,21.4,27.7,4.2,100,16462,Burera,31.9,14.9,5251.378,691.4040000000001
4.0,Northern Province,44.0,Burera,4412.0,Nemba,nemba,Nemba,37.7,32.0,27.3,3.0,100,17454,Gakende,30.3,15.933333333333332,5288.562000000001,523.62
4.0,Northern Province,44.0,Burera,4412.0,Nemba,nemba,Nemba,39.0,27.3,29.1,4.5,100,21077,Burera,33.6,16.5,7081.872,948.465
4.0,Northern Province,44.0,Burera,4413.0,Rugarama,rugarama,Rugarama,38.0,29.9,28.5,3.6,100,25451,Burera,32.1,16.28333333333333,8169.771000000001,916.2360000000001
4.0,Northern Province,44.0,Burera,4413.0,Rugarama,rugarama,Rugarama,37.7,26.1,27.9,8.3,100,49927,Gatsibo,36.2,17.8,18073.574,4143.941000000001
4.0,Northern Province,44.0,Burera,4414.0,Rugengabari,rugengabari,Rugengabari,32.3,32.3,31.6,3.8,100,20121,Burera,35.4,17.816666666666666,7122.834,764.5980000000001
4.0,Northern Province,44.0,Burera,4415.0,Ruhunde,ruhunde,Ruhunde,35.3,31.6,28.7,4.4,100,20297,Burera,33.1,17.03333333333333,6718.307000000001,893.068
4.0,Northern Province,44.0,Burera,4416.0,Rusarabuye,rusarabuye,Rusarabuye,44.4,26.0,26.2,3.4,100,19473,Burera,29.599999999999998,14.766666666666666,5764.007999999999,662.082
4.0,Northern Province,44.0,Burera,4417.0,Rwerere,rwerere,Rwerere,41.3,26.6,27.5,4.6,100,20397,Burera,32.1,15.9,6547.437000000001,938.262
4.0,Northern Province,45.0,Gicumbi,4501.0,Bukure,bukure,Bukure,43.1,23.6,26.9,6.5,100,19089,Gicumbi,33.4,16.150000000000002,6375.726,1240.785
4.0,Northern Province,45.0,Gicumbi,4502.0,Bwisige,bwisige,Bwisige,36.6,32.3,27.5,3.6,100,17306,Gicumbi,31.1,16.349999999999998,5382.166,623.016
4.0,Northern Province,45.0,Gicumbi,4503.0,Byumba,byumba,Byumba,57.0,21.7,18.0,3.3,100,43033,Gicumbi,21.3,11.266666666666666,9166.029,1420.089
4.0,Northern Province,45.0,Gicumbi,4504.0,Cyumba,cyumba,Cyumba,43.1,25.0,28.0,3.9,100,16806,Gicumbi,31.9,15.450000000000001,5361.1140000000005,655.434
4.0,Northern Province,45.0,Gicumbi,4505.0,Giti,giti,Giti,35.0,25.0,30.5,9.5,100,16650,Gicumbi,40.0,19.083333333333332,6660.0,1581.75
4.0,Northern Province,45.0,Gicumbi,4506.0,Kageyo,kageyo,Kageyo,35.0,31.4,28.9,4.7,100,26231,Ngororero,33.6,17.21666666666667,8813.616000000002,1232.8570000000002
4.0,Northern Province,45.0,Gicumbi,4506.0,Kageyo,kageyo,Kageyo,39.9,28.4,27.4,4.3,100,19969,Gicumbi,31.7,16.016666666666666,6330.172999999999,858.6669999999999
4.0,Northern Province,45.0,Gicumbi,4506.0,Kageyo,kageyo,Kageyo,31.2,26.4,32.0,10.5,100,25167,Gatsibo,42.5,20.316666666666666,10695.975,2642.535
4.0,Northern Province,45.0,Gicumbi,4507.0,Kaniga,kaniga,Kaniga,48.3,23.0,24.7,4.0,100,16006,Gicumbi,28.7,14.066666666666668,4593.722,640.24
4.0,Northern Province,45.0,Gicumbi,4508.0,Manyagiro,manyagiro,Manyagiro,37.1,26.3,31.3,5.2,100,21908,Gicumbi,36.5,17.416666666666668,7996.42,1139.2160000000001
4.0,Northern Province,45.0,Gicumbi,4509.0,Miyove,miyove,Miyove,33.1,27.6,33.0,6.4,100,20545,Gicumbi,39.4,18.8,8094.73,1314.88
4.0,Northern Province,45.0,Gicumbi,4510.0,Mukarange,mukarange,Mukarange,40.7,29.6,26.2,3.5,100,17718,Gicumbi,29.7,15.416666666666666,5262.246,620.13
4.0,Northern Province,45.0,Gicumbi,4510.0,Mukarange,mukarange,Mukarange,61.9,16.5,16.1,5.5,100,58656,Kayonza,21.6,10.866666666666667,12669.696000000002,3226.08
4.0,Northern Province,45.0,Gicumbi,4511.0,Muko,muko,Muko,45.6,22.5,25.7,6.2,100,27738,Musanze,31.9,15.416666666666666,8848.421999999999,1719.756
4.0,Northern Province,45.0,Gicumbi,4511.0,Muko,muko,Muko,42.4,26.3,25.8,5.5,100,20209,Gicumbi,31.3,15.733333333333333,6325.417,1111.495
4.0,Northern Province,45.0,Gicumbi,4512.0,Mutete,mutete,Mutete,43.5,26.6,24.8,5.1,100,27950,Gicumbi,29.9,15.25,8357.05,1425.45
4.0,Northern Province,45.0,Gicumbi,4513.0,Nyamiyaga,nyamiyaga,Nyamiyaga,34.8,29.2,28.2,7.8,100,46360,Kamonyi,36.0,18.166666666666668,16689.6,3616.08
4.0,Northern Province,45.0,Gicumbi,4513.0,Nyamiyaga,nyamiyaga,Nyamiyaga,35.0,25.5,32.4,7.1,100,20217,Gicumbi,39.5,18.599999999999998,7985.715,1435.407
4.0,Northern Province,45.0,Gicumbi,4514.0,Nyankenke,nyankenke,Nyankenke,38.5,28.3,30.1,3.2,100,23376,Gicumbi,33.300000000000004,16.35,7784.2080000000005,748.0319999999999
4.0,Northern Province,45.0,Gicumbi,4515.0,Rubaya,rubaya,Rubaya,36.6,24.8,31.7,6.9,100,11812,Gicumbi,38.6,18.15,4559.432,815.028
4.0,Northern Province,45.0,Gicumbi,4516.0,Rukomo,rukomo,Rukomo,38.1,31.8,25.3,4.8,100,27674,Gicumbi,30.1,16.133333333333333,8329.874,1328.3519999999999
4.0,Northern Province,45.0,Gicumbi,4516.0,Rukomo,rukomo,Rukomo,47.7,22.2,24.8,5.4,100,43649,Nyagatare,30.200000000000003,14.66666666666667,13181.998,2357.0460000000003
4.0,Northern Province,45.0,Gicumbi,4517.0,Rushaki,rushaki,Rushaki,43.5,27.0,26.0,3.5,100,14571,Gicumbi,29.5,14.916666666666666,4298.445,509.985
4.0,Northern Province,45.0,Gicumbi,4518.0,Rutare,rutare,Rutare,42.0,27.2,25.7,5.0,100,27606,Gicumbi,30.7,15.600000000000001,8475.042,1380.3
4.0,Northern Province,45.0,Gicumbi,4519.0,Ruvune,ruvune,Ruvune,36.2,27.4,29.6,6.8,100,22324,Gicumbi,36.4,17.833333333333332,8125.936,1518.032
4.0,Northern Province,45.0,Gicumbi,4520.0,Rwamiko,rwamiko,Rwamiko,46.0,25.6,24.6,3.8,100,14487,Gicumbi,28.400000000000002,14.366666666666667,4114.308000000001,550.506
4.0,Northern Province,45.0,Gicumbi,4521.0,Shangasha,shangasha,Shangasha,40.7,31.5,25.3,2.5,100,18082,Gicumbi,27.8,14.933333333333332,5026.796,452.05
5.0,Eastern Province,51.0,Rwamagana,5101.0,Fumbwe,fumbwe,Fumbwe,51.2,19.5,21.2,8.1,100,33544,Rwamagana,29.299999999999997,14.366666666666665,9828.392,2717.064
5.0,Eastern Province,51.0,Rwamagana,5102.0,Gahengeri,gahengeri,Gahengeri,43.4,21.9,25.7,8.9,100,36463,Rwamagana,34.6,16.666666666666668,12616.198,3245.2070000000003
5.0,Eastern Province,51.0,Rwamagana,5103.0,Gishali,gishali,Gishali,52.8,20.3,20.7,6.3,100,35720,Rwamagana,27.0,13.433333333333332,9644.4,2250.36
5.0,Eastern Province,51.0,Rwamagana,5104.0,Karenge,karenge,Karenge,55.0,21.0,20.7,3.3,100,30062,Rwamagana,24.0,12.049999999999999,7214.88,992.0459999999999
5.0,Eastern Province,51.0,Rwamagana,5105.0,Kigabiro,kigabiro,Kigabiro,67.0,15.4,13.6,4.0,100,52218,Rwamagana,17.6,9.1,9190.368,2088.72
5.0,Eastern Province,51.0,Rwamagana,5106.0,Muhazi,muhazi,Muhazi,60.7,18.6,16.5,4.2,100,35984,Rwamagana,20.7,10.700000000000001,7448.687999999999,1511.3280000000002
5.0,Eastern Province,51.0,Rwamagana,5107.0,Munyaga,munyaga,Munyaga,37.6,22.1,32.0,8.2,100,22272,Rwamagana,40.2,18.45,8953.344000000001,1826.3039999999999
5.0,Eastern Province,51.0,Rwamagana,5108.0,Munyiginya,munyiginya,Munyiginya,48.1,22.9,22.4,6.5,100,25043,Rwamagana,28.9,14.533333333333331,7237.427,1627.795
5.0,Eastern Province,51.0,Rwamagana,5109.0,Musha,musha,Musha,30.7,21.5,34.4,13.4,100,29634,Gisagara,47.8,21.75,14165.052,3970.956
5.0,Eastern Province,51.0,Rwamagana,5109.0,Musha,musha,Musha,40.7,23.1,27.6,8.5,100,27614,Rwamagana,36.1,17.3,9968.654,2347.19
5.0,Eastern Province,51.0,Rwamagana,5110.0,Muyumbu,muyumbu,Muyumbu,63.3,18.5,14.5,3.6,100,60059,Rwamagana,18.1,9.716666666666667,10870.679000000002,2162.124
5.0,Eastern Province,51.0,Rwamagana,5111.0,Mwulire,mwulire,Mwulire,52.8,20.5,20.5,6.3,100,34788,Rwamagana,26.8,13.4,9323.184000000001,2191.644
5.0,Eastern Province,51.0,Rwamagana,5112.0,Nyakaliro,nyakaliro,Nyakaliro,62.1,19.1,15.7,3.2,100,38695,Rwamagana,18.9,10.016666666666667,7313.355,1238.24
5.0,Eastern Province,51.0,Rwamagana,5113.0,Nzige,nzige,Nzige,42.6,23.7,26.7,6.9,100,20125,Rwamagana,33.6,16.3,6762.0,1388.625
5.0,Eastern Province,51.0,Rwamagana,5114.0,Rubona,rubona,Rubona,38.4,24.0,28.1,9.5,100,31449,Rwamagana,37.6,18.116666666666667,11824.824,2987.655
5.0,Eastern Province,52.0,Nyagatare,5201.0,Gatunda,gatunda,Gatunda,39.7,23.6,29.1,7.5,100,36547,Nyagatare,36.6,17.383333333333336,13376.202,2741.025
5.0,Eastern Province,52.0,Nyagatare,5202.0,Karama,karama,Karama,38.5,30.3,26.1,5.2,100,17802,Huye,31.3,16.35,5572.026,925.7040000000001
5.0,Eastern Province,52.0,Nyagatare,5202.0,Karama,karama,Karama,50.3,25.5,21.6,2.7,100,21261,Kamonyi,24.3,12.800000000000002,5166.423,574.047
5.0,Eastern Province,52.0,Nyagatare,5202.0,Karama,karama,Karama,34.2,26.6,31.1,8.1,100,33037,Nyagatare,39.2,18.849999999999998,12950.504,2675.9970000000003
5.0,Eastern Province,52.0,Nyagatare,5203.0,Karangazi,karangazi,Karangazi,34.7,23.6,27.9,13.8,100,92748,Nyagatare,41.7,20.133333333333336,38675.916,12799.224000000002
5.0,Eastern Province,52.0,Nyagatare,5204.0,Katabagemu,katabagemu,Katabagemu,38.2,25.0,28.5,8.3,100,43261,Nyagatare,36.8,17.816666666666666,15920.047999999999,3590.6630000000005
5.0,Eastern Province,52.0,Nyagatare,5205.0,Kiyombe,kiyombe,Kiyombe,35.0,27.6,31.9,5.5,100,19273,Nyagatare,37.4,17.983333333333334,7208.102,1060.015
5.0,Eastern Province,52.0,Nyagatare,5206.0,Matimba,matimba,Matimba,45.9,22.0,25.0,7.0,100,28442,Nyagatare,32.0,15.5,9101.44,1990.94
5.0,Eastern Province,52.0,Nyagatare,5207.0,Mimuri,mimuri,Mimuri,36.5,24.7,29.2,9.6,100,36771,Nyagatare,38.8,18.65,14267.147999999997,3530.0159999999996
5.0,Eastern Province,52.0,Nyagatare,5208.0,Mukama,mukama,Mukama,30.9,28.1,32.2,8.9,100,26827,Nyagatare,41.1,19.86666666666667,11025.896999999999,2387.603
5.0,Eastern Province,52.0,Nyagatare,5209.0,Musheri,musheri,Musheri,29.9,25.2,32.3,12.6,100,34116,Nyagatare,44.9,21.266666666666666,15318.083999999999,4298.616
5.0,Eastern Province,52.0,Nyagatare,5210.0,Nyagatare,nyagatare,Nyagatare,52.8,19.2,20.8,7.2,100,82927,Nyagatare,28.0,13.733333333333334,23219.56,5970.744000000001
5.0,Eastern Province,52.0,Nyagatare,5211.0,Rukomo,rukomo,Rukomo,38.1,31.8,25.3,4.8,100,27674,Gicumbi,30.1,16.133333333333333,8329.874,1328.3519999999999
5.0,Eastern Province,52.0,Nyagatare,5211.0,Rukomo,rukomo,Rukomo,47.7,22.2,24.8,5.4,100,43649,Nyagatare,30.200000000000003,14.66666666666667,13181.998,2357.0460000000003
5.0,Eastern Province,52.0,Nyagatare,5212.0,Rwempasha,rwempasha,Rwempasha,37.6,25.0,25.4,11.9,100,36543,Nyagatare,37.3,18.583333333333332,13630.538999999999,4348.617
5.0,Eastern Province,52.0,Nyagatare,5213.0,Rwimiyaga,rwimiyaga,Rwimiyaga,33.0,25.1,28.7,13.2,100,77017,Nyagatare,41.9,20.349999999999998,32270.123,10166.243999999999
5.0,Eastern Province,52.0,Nyagatare,5214.0,Tabagwe,tabagwe,Tabagwe,32.3,29.7,28.6,9.5,100,50359,Nyagatare,38.1,19.233333333333334,19186.779000000002,4784.105
5.0,Eastern Province,53.0,Gatsibo,5301.0,Gasange,gasange,Gasange,30.3,25.3,30.9,13.5,100,19365,Gatsibo,44.4,21.266666666666666,8598.06,2614.275
5.0,Eastern Province,53.0,Gatsibo,5302.0,Gatsibo,gatsibo,Gatsibo,44.4,24.9,23.9,6.8,100,38071,Gatsibo,30.7,15.516666666666666,11687.796999999999,2588.828
5.0,Eastern Province,53.0,Gatsibo,5303.0,Gitoki,gitoki,Gitoki,38.7,24.3,28.3,8.6,100,43369,Gatsibo,36.9,17.783333333333335,16003.160999999998,3729.7339999999995
5.0,Eastern Province,53.0,Gatsibo,5304.0,Kabarore,kabarore,Kabarore,42.9,22.9,24.6,9.7,100,69312,Gatsibo,34.3,16.866666666666664,23774.015999999996,6723.263999999999
5.0,Eastern Province,53.0,Gatsibo,5305.0,Kageyo,kageyo,Kageyo,35.0,31.4,28.9,4.7,100,26231,Ngororero,33.6,17.21666666666667,8813.616000000002,1232.8570000000002
5.0,Eastern Province,53.0,Gatsibo,5305.0,Kageyo,kageyo,Kageyo,39.9,28.4,27.4,4.3,100,19969,Gicumbi,31.7,16.016666666666666,6330.172999999999,858.6669999999999
5.0,Eastern Province,53.0,Gatsibo,5305.0,Kageyo,kageyo,Kageyo,31.2,26.4,32.0,10.5,100,25167,Gatsibo,42.5,20.316666666666666,10695.975,2642.535
5.0,Eastern Province,53.0,Gatsibo,5306.0,Kiramuruzi,kiramuruzi,Kiramuruzi,37.2,27.2,26.7,8.9,100,40762,Gatsibo,35.6,17.883333333333333,14511.271999999999,3627.8179999999998
5.0,Eastern Province,53.0,Gatsibo,5307.0,Kiziguro,kiziguro,Kiziguro,45.6,23.1,24.0,7.3,100,39958,Gatsibo,31.3,15.5,12506.854000000001,2916.9339999999997
5.0,Eastern Province,53.0,Gatsibo,5308.0,Muhura,muhura,Muhura,36.9,22.9,29.6,10.6,100,33436,Gatsibo,40.2,18.983333333333334,13441.272000000003,3544.216
5.0,Eastern Province,53.0,Gatsibo,5309.0,Murambi,murambi,Murambi,33.4,33.5,27.6,5.5,100,23012,Karongi,33.1,17.533333333333335,7616.972000000001,1265.66
5.0,Eastern Province,53.0,Gatsibo,5309.0,Murambi,murambi,Murambi,53.5,21.8,20.1,4.6,100,27315,Rulindo,24.700000000000003,12.633333333333333,6746.805000000001,1256.4899999999998
5.0,Eastern Province,53.0,Gatsibo,5309.0,Murambi,murambi,Murambi,34.5,28.0,29.5,8.0,100,36887,Gatsibo,37.5,18.5,13832.625,2950.96
5.0,Eastern Province,53.0,Gatsibo,5310.0,Ngarama,ngarama,Ngarama,35.0,24.9,29.9,10.2,100,38843,Gatsibo,40.099999999999994,19.216666666666665,15576.042999999998,3961.986
5.0,Eastern Province,53.0,Gatsibo,5311.0,Nyagihanga,nyagihanga,Nyagihanga,32.8,24.6,33.8,8.7,100,30114,Gatsibo,42.5,19.716666666666665,12798.45,2619.9179999999997
5.0,Eastern Province,53.0,Gatsibo,5312.0,Remera,remera,Remera,90.8,6.7,2.1,0.4,100,49371,Gasabo,2.5,2.016666666666667,1234.275,197.484
5.0,Eastern Province,53.0,Gatsibo,5312.0,Remera,remera,Remera,51.1,23.5,23.3,2.1,100,19805,Musanze,25.400000000000002,12.733333333333334,5030.47,415.905
5.0,Eastern Province,53.0,Gatsibo,5312.0,Remera,remera,Remera,35.4,23.3,30.7,10.7,100,32297,Gatsibo,41.4,19.466666666666665,13370.958,3455.7789999999995
5.0,Eastern Province,53.0,Gatsibo,5312.0,Remera,remera,Remera,48.1,20.0,24.4,7.5,100,33049,Ngoma,31.9,15.216666666666667,10542.631,2478.675
5.0,Eastern Province,53.0,Gatsibo,5313.0,Rugarama,rugarama,Rugarama,38.0,29.9,28.5,3.6,100,25451,Burera,32.1,16.28333333333333,8169.771000000001,916.2360000000001
5.0,Eastern Province,53.0,Gatsibo,5313.0,Rugarama,rugarama,Rugarama,37.7,26.1,27.9,8.3,100,49927,Gatsibo,36.2,17.8,18073.574,4143.941000000001
5.0,Eastern Province,53.0,Gatsibo,5314.0,Rwimbogo,rwimbogo,Rwimbogo,46.1,21.8,26.8,5.3,100,18710,Rusizi,32.1,15.216666666666667,6005.91,991.63
