Dist_ID,District,Name,Prov_ID,Province,Sect_ID,NO2_max,NO2_mean,NO2_min,year,month,date,CO_mean,CO_min,CO_max,SO2_mean,SO2_min,SO2_max,O3_mean,O3_min,O3_max
33,Rubavu,Nyakiriba,3,Western Province,3308,3.903008660090465e-05,3.59292292456978e-05,3.1092552032859325e-05,2023,1,2023-01,0.028840159502336836,0.027242310252804415,0.031144884107754477,1.8454859154613816e-05,-8.024309440953753e-05,8.871652872177408e-05,0.1179019441750223,0.11763602529918885,0.11806376393742411
33,Rubavu,Nyamyumba,3,Western Province,3309,3.907730216819657e-05,3.6768055369679684e-05,3.45653562215019e-05,2023,1,2023-01,0.03107326692492219,0.029540681929453597,0.033092212337008174,3.1267687096298955e-05,-0.00024761652166493085,9.36229281835926e-05,0.11845483550330595,0.11808835612895685,0.11881315518691156
33,Rubavu,Nyundo,3,Western Province,3310,3.8241981164838546e-05,3.704360589192005e-05,3.435104093110223e-05,2023,1,2023-01,0.02996515351558652,0.026912117093842124,0.03127057853346754,-4.421651488827558e-06,-0.00024761652166493085,0.00022907268161197924,0.11800414030356868,0.11760187590979641,0.11844390973743303
33,Rubavu,Rubavu,3,Western Province,3311,3.769854773392688e-05,3.332438480307157e-05,3.078355030372542e-05,2023,1,2023-01,0.03200099052893919,0.029665218523369702,0.03435179959868247,4.287325618708418e-05,-8.135233215231505e-05,0.0001468291796457097,0.11817057536455218,0.11796292466053956,0.11835727802140075
33,Rubavu,Rugerero,3,Western Province,3312,3.7952003203448396e-05,3.690270405827257e-05,3.164164997938727e-05,2023,1,2023-01,0.03166818189349898,0.03061142881495776,0.033856541096692595,-1.1554357266693234e-05,-0.0002476165216649063,0.00014899861370303998,0.11815428323497068,0.11797462199609697,0.1182748158058057
34,Nyabihu,Bigogwe,3,Western Province,3401,3.8896903054584075e-05,3.516237037985705e-05,2.9031823094608584e-05,2023,1,2023-01,0.026698360393160245,0.022579307023557038,0.027390209086855334,5.593624609556578e-05,-0.00013612364672887527,0.00033120637817776147,0.11762746357646293,0.11738221910597317,0.11786409956736629
34,Nyabihu,Jenda,3,Western Province,3402,3.7736501191785745e-05,3.322097405634971e-05,2.9031823094608584e-05,2023,1,2023-01,0.02625463573793103,0.022579307023557038,0.02812554631340884,0.00015522887515503697,-6.473368557634108e-05,0.00036465019796200253,0.11761429836008246,0.11734488863655416,0.11783629361281714
34,Nyabihu,Jomba,3,Western Province,3403,3.867149883241105e-05,3.650985869454694e-05,3.2299783589017244e-05,2023,1,2023-01,0.028616085425951468,0.027782425854084764,0.029623723889151778,-8.279818779280666e-06,-0.00021608421143095072,0.00018884315127645247,0.11813760654286742,0.11779604743537299,0.11833459924478007
34,Nyabihu,Kabatwa,3,Western Province,3404,3.312461624124836e-05,3.0999655617414036e-05,2.8855998631181628e-05,2023,1,2023-01,0.024428957093367797,0.022291946618231608,0.027390462064684394,2.8379276594324227e-05,-0.000137871744104352,0.0001032961177455431,0.11769143393114538,0.11741937841471858,0.11786409956736629
34,Nyabihu,Karago,3,Western Province,3405,3.7736501191785745e-05,3.4622809492703644e-05,3.032992218442488e-05,2023,1,2023-01,0.02756312099888665,0.02680362200951481,0.028209818451884607,0.00011269662570784443,-0.0001511722053559463,0.0004363977489249641,0.1175464448374377,0.11735952872943702,0.11777255034319842
34,Nyabihu,Kintobo,3,Western Province,3406,3.644934292211195e-05,3.407177345807639e-05,3.1906731834536306e-05,2023,1,2023-01,0.028273091303916514,0.027456719945140852,0.029566790005169246,-1.6664048236062336e-05,-0.00016231853397026094,0.0001327713675335739,0.11787330559431916,0.11745065802070874,0.11806285208793914
34,Nyabihu,Mukamira,3,Western Province,3407,3.784107615625116e-05,3.467361938158066e-05,3.0259614141397194e-05,2023,1,2023-01,0.027619622619384176,0.022579307023557038,0.02873924184682887,2.588975540766978e-05,-0.00016585853319896524,0.0002879986568587413,0.11770452955543266,0.11729258364691043,0.11795690633485732
34,Nyabihu,Muringa,3,Western Province,3408,3.8377437590378634e-05,3.3675963294934866e-05,3.103126728654147e-05,2023,1,2023-01,0.02664449662408577,0.02560898959291499,0.02828154280934747,4.161501677759692e-05,-0.00022186223501615104,0.00030345021998592426,0.11771832883709825,0.11743468376970263,0.1182162456496755
34,Nyabihu,Rambura,3,Western Province,3409,3.657231766380872e-05,3.38705299144303e-05,3.111925777821429e-05,2023,1,2023-01,0.027335573879332067,0.025917809831888603,0.02846741680359157,-4.919547375979862e-05,-0.00019685665978607086,0.0004363977489249641,0.11765809677706697,0.11735952872943702,0.11810484232977682
34,Nyabihu,Rugera,3,Western Province,3410,3.803877858167269e-05,3.634202273979292e-05,3.247884211071349e-05,2023,1,2023-01,0.028837356666687256,0.027792428589262508,0.029712871726762888,1.154440237027422e-05,-0.00015888839233466412,0.00012662291234816512,0.11805882255318788,0.11786932558658976,0.11820114125316368
34,Nyabihu,Rurembo,3,Western Province,3411,3.6435910657510926e-05,3.3105341675532765e-05,3.032992218442488e-05,2023,1,2023-01,0.028260323960795176,0.02757501731375936,0.029347960841594044,-6.767997985869469e-05,-0.0001943772801694175,5.980999048915597e-05,0.11795553572120701,0.11741672053466094,0.11827047166486442
34,Nyabihu,Shyira,3,Western Province,3412,3.7223517770189813e-05,3.439608866297218e-05,3.1214223846378035e-05,2023,1,2023-01,0.028921814124504872,0.028468693159176085,0.029700494795120626,-1.2149862723241584e-05,-0.0001910692453578328,0.00012513743497250847,0.11806430433653675,0.11792664448631758,0.11827047166486442
