sector,district,count,area_sqkm,population_density,non_poor,vulnerable,moderately_poor,severely_poor,poverty_rate,poverty_index,urban_rural_class,distance_to_major_road_km,road_density_km_per_sqkm,vulnerability_index,vulnerability_category
Gatebe,Burera,18694,40.02474235969068,467.06109515965096,31.1,28.7,33.5,6.6,40.1,21.54,Peri-urban,1.26092521843082,1.9835203004190622,0.49166317686039185,Very High
Gitovu,Burera,11000,38.00304932383952,289.4504571531748,36.2,32.9,27.1,3.8,30.900000000000002,19.85,Peri-urban,,1.5405986752308116,,
Kagogo,Burera,21153,26.625714256319,794.4575607011114,33.1,28.2,32.3,6.4,38.699999999999996,21.2,Urban,0.5758550603171788,2.8993543738256187,0.502031331055327,Very High
Kinoni,Burera,18606,30.617972838929603,607.6822949017437,43.0,26.6,26.5,3.8,30.3,19.09,Urban,,2.5906218992399777,,
Kinyababa,Burera,21804,53.493058415110525,407.6042882199625,37.2,28.8,28.5,5.6,34.1,20.27,Urban,,2.7754935902242677,,
Kivuye,Burera,16462,36.73817023268368,448.08981764025845,46.7,21.4,27.7,4.2,31.9,18.939999999999998,Urban,0.7706290781089926,2.8641475702832433,0.4373739941578828,Moderate
Nemba,Gakende,17454,38.00379230750682,459.2699554500076,37.7,32.0,27.3,3.0,30.3,19.560000000000002,Urban,0.02187830313500751,3.5078024635658567,0.44442537246775493,Moderate
Nemba,Burera,21077,38.00379230750682,554.602546752596,39.0,27.3,29.1,4.5,33.6,19.89,Urban,0.02187830313500751,3.5078024635658567,0.47249426739945266,High
Rugarama,Burera,25451,32.88458557258914,773.9492396466329,38.0,29.9,28.5,3.6,32.1,19.77,Urban,0.8931944212644132,2.8108101756350092,0.4392173766289381,Moderate
Rugarama,Gatsibo,49927,32.88458557258914,1518.2493296073806,37.7,26.1,27.9,8.3,36.2,20.68,Urban,0.8931944212644132,2.8108101756350092,0.48078525826030427,High
Rugengabari,Burera,20121,29.616275457375956,679.3899533031541,32.3,32.3,31.6,3.8,35.4,20.690000000000005,Urban,,3.2152911299778184,,
Ruhunde,Burera,20297,43.23313082417019,469.47791226474465,35.3,31.6,28.7,4.4,33.1,20.22,Peri-urban,,1.9635757809739012,,
Rusarabuye,Burera,19473,42.204090613718385,461.4007722197034,44.4,26.0,26.2,3.4,29.599999999999998,18.86,Urban,,3.39236221617995,,
Rwerere,Burera,20397,48.296205524680374,422.33131523296805,41.3,26.6,27.5,4.6,32.1,19.540000000000003,Urban,2.833181156699314,3.058666405864701,0.3835164453245547,Low
Bukure,Gicumbi,19089,41.66686808769206,458.13378533335657,43.1,23.6,26.9,6.5,33.4,19.699999999999996,Urban,2.533059595458992,3.349973577995977,0.40259039129879415,Low
Bwisige,Gicumbi,17306,46.94619486391399,368.63477540972247,36.6,32.3,27.5,3.6,31.1,19.81,Urban,,2.7106262177052813,,
Byumba,Gicumbi,43033,48.24121610013817,892.0380429604623,57.0,21.7,18.0,3.3,21.3,16.759999999999998,Urban,0.29628352282956893,3.692280409315257,0.36793719783964657,Low
Cyumba,Gicumbi,16806,21.470008199189074,782.7663522100921,43.1,25.0,28.0,3.9,31.9,19.27,Urban,0.7770289669137987,2.378633258050565,0.44078247871106835,Moderate
Giti,Gicumbi,16650,36.29237675585537,458.7740315826438,35.0,25.0,30.5,9.5,40.0,21.45,Urban,,2.996954203321939,,
Kageyo,Ngororero,26231,31.485605855069338,833.1108545518643,35.0,31.4,28.9,4.7,33.6,20.33,Urban,,3.5826605451502624,,
Kageyo,Gicumbi,19969,31.485605855069338,634.2263220825047,39.9,28.4,27.4,4.3,31.7,19.61,Urban,,3.5826605451502624,,
Kageyo,Gatsibo,25167,31.485605855069338,799.3176347263455,31.2,26.4,32.0,10.5,42.5,22.2,Urban,,3.5826605451502624,,
Kaniga,Gicumbi,16006,39.046962524094596,409.91664819313985,48.3,23.0,24.7,4.0,28.7,18.439999999999998,Urban,3.176959981583321,2.2110537743366936,0.3463106997063887,Very Low
Manyagiro,Gicumbi,21908,29.832580290164984,734.3649053120118,37.1,26.3,31.3,5.2,36.5,20.44,Urban,0.38150377955623543,3.024638140631289,0.48855919901619543,High
Miyove,Gicumbi,20545,27.281462646339783,753.0754588319853,33.1,27.6,33.0,6.4,39.4,21.29,Urban,0.14529322268423317,4.198564205627818,0.5188539674050363,Very High
Mukarange,Gicumbi,17718,40.56710731017638,436.7577866602134,40.7,29.6,26.2,3.5,29.7,19.25,Urban,0.05134702623142912,2.766639984753282,0.43847756513687347,Moderate
Mukarange,Kayonza,58656,40.56710731017638,1445.9004816763447,61.9,16.5,16.1,5.5,21.6,16.520000000000003,Urban,0.05134702623142912,2.766639984753282,0.3828783066370529,Low
Muko,Musanze,27738,48.54437160799385,571.3947689752844,45.6,22.5,25.7,6.2,31.9,19.249999999999996,Urban,,2.537849997994159,,
Muko,Gicumbi,20209,48.54437160799385,416.2995488579393,42.4,26.3,25.8,5.5,31.3,19.44,Urban,,2.537849997994159,,
Mutete,Gicumbi,27950,56.51092077154532,494.59466627685055,43.5,26.6,24.8,5.1,29.9,19.15,Urban,2.77954429575018,3.705936429637197,0.36769265237304477,Low
Nyamiyaga,Kamonyi,46360,39.659856576788954,1168.9401828833725,34.8,29.2,28.2,7.8,36.0,20.9,Urban,,2.82649146729592,,
Nyamiyaga,Gicumbi,20217,39.659856576788954,509.7597859653395,35.0,25.5,32.4,7.1,39.5,21.16,Urban,,2.82649146729592,,
Nyankenke,Gicumbi,23376,31.927919742460205,732.1491719021329,38.5,28.3,30.1,3.2,33.300000000000004,19.82,Urban,1.9783589270809627,4.459589971133098,0.4195528740694172,Moderate
Rubaya,Gicumbi,11812,16.890208928776417,699.3400762423665,36.6,24.8,31.7,6.9,38.6,20.889999999999997,Urban,,3.057054855917607,,
Rukomo,Gicumbi,27674,51.50295055975539,537.3284384530888,38.1,31.8,25.3,4.8,30.1,19.68,Urban,,3.1772562420647414,,
Rukomo,Nyagatare,43649,51.50295055975539,847.5048424528031,47.7,22.2,24.8,5.4,30.200000000000003,18.810000000000002,Urban,,3.1772562420647414,,
Rushaki,Gicumbi,14571,47.01722080203355,309.9077263913861,43.5,27.0,26.0,3.5,29.5,18.95,Peri-urban,,1.658142606189641,,
Rutare,Gicumbi,27606,53.570730205067015,515.3187177834823,42.0,27.2,25.7,5.0,30.7,19.35,Urban,,3.020758446230745,,
Ruvune,Gicumbi,22324,58.575106040991635,381.1175345440667,36.2,27.4,29.6,6.8,36.4,20.7,Urban,,2.4339580514090224,,
Rwamiko,Gicumbi,14487,28.535283417341958,507.68726520500263,46.0,25.6,24.6,3.8,28.400000000000002,18.62,Urban,,3.350353954816737,,
Shangasha,Gicumbi,18082,32.85401116906691,550.3741965311309,40.7,31.5,25.3,2.5,27.8,18.96,Urban,2.8891048900391176,3.1980748317378804,0.34814287621995754,Very Low
Fumbwe,Rwamagana,33544,43.97384784343452,762.8170297816743,51.2,19.5,21.2,8.1,29.299999999999997,18.619999999999997,Urban,,3.957903227641764,,
Gahengeri,Rwamagana,36463,62.99603044036816,578.8142482170485,43.4,21.9,25.7,8.9,34.6,19.990000000000002,Urban,2.4761613866855283,3.1768378890873192,0.41524065624532736,Moderate
Gishali,Rwamagana,35720,45.106660526987774,791.9007876592495,52.8,20.3,20.7,6.3,27.0,18.07,Urban,,3.05868065333109,,
Karenge,Rwamagana,30062,63.353793180469246,474.50986737866765,55.0,21.0,20.7,3.3,24.0,17.23,Urban,,4.813772168260183,,
Kigabiro,Rwamagana,52218,37.73742083689652,1383.7193650750391,67.0,15.4,13.6,4.0,17.6,15.459999999999999,Urban,,4.745611798530828,,
Muhazi,Rwamagana,35984,57.59706011536412,624.7541094619377,60.7,18.6,16.5,4.2,20.7,16.419999999999998,Urban,,2.5925770481709978,,
Munyaga,Rwamagana,22272,41.58901414467911,535.5260387399559,37.6,22.1,32.0,8.2,40.2,21.06,Urban,,2.4857501680663763,,
Munyiginya,Rwamagana,25043,31.982142647859988,783.0307142250113,48.1,22.9,22.4,6.5,28.9,18.71,Urban,3.80144345163011,3.2661048098200567,0.33522152086872353,Very Low
Musha,Gisagara,29634,44.81867693590233,661.1975637384661,30.7,21.5,34.4,13.4,47.8,23.049999999999997,Urban,2.570358138167976,3.4691522989707955,0.5217966217325435,Very High
Musha,Rwamagana,27614,44.81867693590233,616.1270677287575,40.7,23.1,27.6,8.5,36.1,20.369999999999997,Urban,2.570358138167976,3.4691522989707955,0.42541289077244504,Moderate
Muyumbu,Rwamagana,60059,50.29394085738205,1194.1597531660648,63.3,18.5,14.5,3.6,18.1,15.819999999999999,Urban,,5.83678630349506,,
Mwulire,Rwamagana,34788,55.457311083970275,627.293305788411,52.8,20.5,20.5,6.3,26.8,18.05,Urban,,2.84702251189684,,
Nyakaliro,Rwamagana,38695,50.02019011248773,773.5876235772172,62.1,19.1,15.7,3.2,18.9,16.02,Urban,,4.320081453711709,,
Nzige,Rwamagana,20125,40.07281327278044,502.21080968303164,42.6,23.7,26.7,6.9,33.6,19.77,Urban,,3.21112743287223,,
Rubona,Rwamagana,31449,55.63269837883078,565.2970450192453,38.4,24.0,28.1,9.5,37.6,20.87,Urban,,3.2995380023445384,,
Gatunda,Nyagatare,36547,52.10602933770569,701.3967570457984,39.7,23.6,29.1,7.5,36.6,20.419999999999998,Urban,,3.150177872988935,,
Karama,Huye,17802,53.743464179871644,331.2402777092907,38.5,30.3,26.1,5.2,31.3,19.82,Urban,,2.876803208312498,,
Karama,Kamonyi,21261,53.743464179871644,395.60159220184414,50.3,25.5,21.6,2.7,24.3,17.69,Urban,,2.876803208312498,,
Karama,Nyagatare,33037,53.743464179871644,614.7166079475248,34.2,26.6,31.1,8.1,39.2,21.310000000000002,Urban,,2.876803208312498,,
Karangazi,Nyagatare,92748,550.2051887259069,168.56983885370778,34.7,23.6,27.9,13.8,41.7,22.079999999999995,Peri-urban,,1.7969219922272108,,
Katabagemu,Nyagatare,43261,98.01085267776921,441.38989528261135,38.2,25.0,28.5,8.3,36.8,20.689999999999998,Urban,,2.9229911126034813,,
Kiyombe,Nyagatare,19273,69.18752988163352,278.56175864310194,35.0,27.6,31.9,5.5,37.4,20.79,Peri-urban,1.9637229892692694,1.6130374942796333,0.44869953611392976,Moderate
Matimba,Nyagatare,28442,79.27948790703707,358.75610136825077,45.9,22.0,25.0,7.0,32.0,19.29,Urban,0.42258890064604776,3.752541557244242,0.4465563095920207,Moderate
Mimuri,Nyagatare,36771,47.724281809075784,770.4882840794728,36.5,24.7,29.2,9.6,38.8,21.19,Urban,,3.1004562865441203,,
Mukama,Nyagatare,26827,64.30428652249498,417.18836256141896,30.9,28.1,32.2,8.9,41.1,21.930000000000003,Urban,,2.2468383416398017,,
Musheri,Nyagatare,34116,96.38993150555457,353.9373819145626,29.9,25.2,32.3,12.6,44.9,22.759999999999998,Urban,1.3631598710648904,3.676727600812105,0.5270602625348378,Very High
Nyagatare,Nyagatare,82927,164.60104103817537,503.80604810857193,52.8,19.2,20.8,7.2,28.0,18.24,Urban,1.2052435867001496,3.4209418493281922,0.39436666958252975,Low
Rukomo,Gicumbi,27674,58.451918889781474,473.4489564351659,38.1,31.8,25.3,4.8,30.1,19.68,Urban,,3.5340588473793617,,
Rukomo,Nyagatare,43649,58.451918889781474,746.7505058697172,47.7,22.2,24.8,5.4,30.200000000000003,18.810000000000002,Urban,,3.5340588473793617,,
Rwempasha,Nyagatare,36543,168.41345099748182,216.98385600177747,37.6,25.0,25.4,11.9,37.3,21.139999999999997,Urban,2.3742194309285805,3.0502375647611704,0.43623084945798585,Moderate
Rwimiyaga,Nyagatare,77017,308.85694046738496,249.3614029960027,33.0,25.1,28.7,13.2,41.9,22.209999999999997,Urban,,2.667057059824351,,
Tabagwe,Nyagatare,50359,106.54817396380521,472.64066690722575,32.3,29.7,28.6,9.5,38.1,21.55,Urban,,3.2598812883346904,,
Gasange,Gatsibo,19365,38.24222937859365,506.3773821418396,30.3,25.3,30.9,13.5,44.4,22.759999999999998,Urban,,3.304972639250882,,
Gatsibo,Gatsibo,38071,61.33588633850886,620.696989522391,44.4,24.9,23.9,6.8,30.7,19.31,Urban,,3.0572347512356823,,
Gitoki,Gatsibo,43369,74.87480796770895,579.2201833586489,38.7,24.3,28.3,8.6,36.9,20.660000000000004,Urban,,2.9676089650484143,,
Kabarore,Gatsibo,69312,210.29784119629343,329.58968863262703,42.9,22.9,24.6,9.7,34.3,20.130000000000003,Urban,0.04232341634146015,2.4848896809922767,0.4752777633761395,High
Kageyo,Ngororero,26231,56.00246270107285,468.3901159849795,35.0,31.4,28.9,4.7,33.6,20.33,Urban,,2.5607834723263805,,
Kageyo,Gicumbi,19969,56.00246270107285,356.57360474644713,39.9,28.4,27.4,4.3,31.7,19.61,Urban,,2.5607834723263805,,
Kageyo,Gatsibo,25167,56.00246270107285,449.3909515075284,31.2,26.4,32.0,10.5,42.5,22.2,Urban,,2.5607834723263805,,
Kiramuruzi,Gatsibo,40762,60.43706886653776,674.4536219983482,37.2,27.2,26.7,8.9,35.6,20.73,Urban,0.4700390651037886,3.167908528971132,0.47817093169461733,High
Kiziguro,Gatsibo,39958,61.41187219851127,650.6559492411737,45.6,23.1,24.0,7.3,31.3,19.3,Urban,2.2888777047202793,3.189736225156111,0.39397412903684814,Low
Muhura,Gatsibo,33436,55.73016708533265,599.9623139260219,36.9,22.9,29.6,10.6,40.2,21.39,Urban,,2.6883748305840918,,
Murambi,Karongi,23012,59.7583149898254,385.084485797802,33.4,33.5,27.6,5.5,33.1,20.520000000000003,Urban,2.2008573440670434,2.9345004113034285,0.4082441687973317,Low
Murambi,Rulindo,27315,59.7583149898254,457.09120152820105,53.5,21.8,20.1,4.6,24.700000000000003,17.580000000000002,Urban,2.2008573440670434,2.9345004113034285,0.3401619217158158,Very Low
Murambi,Gatsibo,36887,59.7583149898254,617.2697474197603,34.5,28.0,29.5,8.0,37.5,21.1,Urban,2.2008573440670434,2.9345004113034285,0.4467932867454728,Moderate
Ngarama,Gatsibo,38843,58.443769059248716,664.6217488235917,35.0,24.9,29.9,10.2,40.099999999999994,21.53,Urban,,2.8352736887930132,,
Nyagihanga,Gatsibo,30114,71.9170725266387,418.73228347615947,32.8,24.6,33.8,8.7,42.5,21.82,Urban,,2.326833649002406,,
Remera,Gasabo,49371,52.26622282186605,944.606235814408,90.8,6.7,2.1,0.4,2.5,11.209999999999999,Urban,,3.089757174244607,,
Remera,Musanze,19805,52.26622282186605,378.9254116850854,51.1,23.5,23.3,2.1,25.400000000000002,17.64,Urban,,3.089757174244607,,
Remera,Gatsibo,32297,52.26622282186605,617.9325433573948,35.4,23.3,30.7,10.7,41.4,21.689999999999998,Urban,,3.089757174244607,,
Remera,Ngoma,33049,52.26622282186605,632.3204206402619,48.1,20.0,24.4,7.5,31.9,19.13,Urban,,3.089757174244607,,
Rugarama,Burera,25451,75.5023914842769,337.0886603677988,38.0,29.9,28.5,3.6,32.1,19.77,Urban,0.9640776109140268,2.7274969780990084,0.43264676693915205,Moderate
Rugarama,Gatsibo,49927,75.5023914842769,661.263822489611,37.7,26.1,27.9,8.3,36.2,20.68,Urban,0.9640776109140268,2.7274969780990084,0.46972082837223816,High
Rwimbogo,Rusizi,18710,647.7987200369934,28.882428169866625,46.1,21.8,26.8,5.3,32.1,19.130000000000003,Peri-urban,,0.8955810473080916,,
Rwimbogo,Gatsibo,47136,647.7987200369934,72.76334228833956,30.8,29.7,30.1,9.4,39.5,21.810000000000002,Peri-urban,,0.8955810473080916,,
Gahini,Kayonza,44585,201.6622634948527,221.08747183202178,38.6,23.3,27.2,10.9,38.1,21.04,Peri-urban,5.974085646453491,1.724978985169698,0.34645174450678795,Very Low
Kabare,Kayonza,40334,110.69414879257143,364.37336968534305,33.1,25.4,31.6,9.8,41.400000000000006,21.79,Urban,0.37907724599925324,2.3591237716164937,0.5248305259370313,Very High
Kabarondo,Kayonza,39019,54.423224711708016,716.9549435317801,49.9,21.1,22.1,6.9,29.0,18.6,Urban,1.7045417921545774,2.7931611310374187,0.39147544324410416,Low
Mukarange,Gicumbi,17718,53.822812398393474,329.1912705871322,40.7,29.6,26.2,3.5,29.7,19.25,Urban,0.0608142263195467,4.194704920625979,0.4370735233063975,Moderate
Mukarange,Kayonza,58656,53.822812398393474,1089.7981243683726,61.9,16.5,16.1,5.5,21.6,16.520000000000003,Urban,0.0608142263195467,4.194704920625979,0.37881582844793726,Low
Murama,Kayonza,23624,69.05370365131847,342.1105422424209,43.9,24.4,26.3,5.4,31.700000000000003,19.32,Urban,,2.2436823739338925,,
Murama,Ngoma,27846,69.05370365131847,403.2513612970899,46.1,22.7,25.6,5.6,31.200000000000003,19.07,Urban,,2.2436823739338925,,
Murundi,Karongi,28174,490.93059941901714,57.38896706243613,20.9,34.4,34.7,10.0,44.7,23.380000000000003,Peri-urban,0.6317208516633268,1.0497788084207775,0.5418319727791873,Very High
Murundi,Kayonza,56261,490.93059941901714,114.60071966705895,29.2,25.7,32.5,12.6,45.1,22.85,Peri-urban,0.6317208516633268,1.0497788084207775,0.545722620538751,Very High
Mwiri,Kayonza,35228,514.8152980870472,68.42842497280161,38.9,23.2,28.0,9.8,37.8,20.85,Peri-urban,,0.8643291537249052,,
Ndego,Kayonza,23848,177.06848515950324,134.6823517381861,27.7,29.9,32.6,9.9,42.5,22.49,Peri-urban,,1.6460408471198134,,
Nyamirama,Kayonza,38763,61.07543628255788,634.6741400367215,44.2,22.1,25.6,8.1,33.7,19.76,Urban,0.8996503992823599,2.754698695459099,0.4506695419286733,High
Rukara,Kayonza,37323,64.36416482083402,579.8723576060281,45.8,25.3,22.2,6.7,28.9,18.98,Urban,,3.769335934240981,,
Ruramira,Kayonza,21972,41.56751723925459,528.5858155427811,32.0,24.5,33.1,10.4,43.5,22.19,Urban,5.383101363496202,2.0746236285888915,0.4098257741497997,Low
Rwinkwavu,Kayonza,36975,92.30863948293575,400.55838984427055,38.4,25.2,27.7,8.7,36.4,20.669999999999998,Urban,0.2370679651926836,2.4140972167603496,0.48803602862198886,High
Gahara,Kirehe,44137,106.32887443758938,415.0989111232112,35.0,20.1,34.9,10.0,44.9,21.99,Urban,,2.262303929887554,,
Gatore,Kirehe,31413,63.97198559230887,491.043066885463,42.6,23.1,26.2,8.2,34.4,20.02,Urban,5.128180350788288,2.2555154677146323,0.3416591205770357,Very Low
Kigarama,Kicukiro,70740,115.69742185408116,611.4224402443302,86.4,8.8,3.9,0.8,4.7,11.89,Urban,6.5811982563771,2.0464265534071973,0.06060200672094776,Very Low
Kigarama,Kirehe,37679,115.69742185408116,325.66844961784165,34.7,24.3,32.6,8.4,41.0,21.47,Urban,6.5811982563771,2.0464265534071973,0.3550864541171407,Very Low
Kigina,Kirehe,35632,66.87703648299487,532.7987284403715,45.7,23.3,24.4,6.6,31.0,19.189999999999998,Urban,,2.9100771972850414,,
Kirehe,Kirehe,30473,49.118680695319156,620.3953275745041,48.6,24.2,21.8,5.3,27.1,18.36,Urban,,3.5074149885690042,,
Mahama,Kirehe,75542,64.74748859120297,1166.7170672356185,64.1,12.1,20.6,3.2,23.8,16.29,Urban,2.775870419354504,3.690418007640935,0.32498029776987364,Very Low
Mpanga,Kirehe,39346,248.60745342243604,158.26556870418088,33.9,25.4,32.0,8.6,40.6,21.509999999999998,Peri-urban,2.1253445157210256,1.5530735558577604,0.4693151642088874,High
Musaza,Kirehe,30401,91.41273212371492,332.5685524731534,38.4,23.3,29.8,8.5,38.3,20.84,Urban,7.479221404445531,2.1923372833180608,0.30898605022891773,Very Low
Mushikiri,Kirehe,32965,94.91735438048194,347.3021368448367,40.4,25.4,27.7,6.5,34.2,20.029999999999998,Urban,,2.3547393443590754,,
Nasho,Kirehe,33588,103.12979866712492,325.6866631574932,39.6,26.3,27.0,7.2,34.2,20.2,Urban,0.009098606578511043,2.296211827460659,0.475305881477823,High
Nyamugari,Kirehe,42145,97.93349203166412,430.34307391360625,35.7,24.5,30.4,9.4,39.8,21.35,Urban,,3.8254265013626974,,
Nyarubuye,Kirehe,22064,85.91087883064708,256.82428465775496,37.5,24.5,30.0,8.0,38.0,20.85,Urban,6.024785470885942,2.053174830861384,0.34465692456911284,Very Low
Gashanda,Ngoma,20233,38.29052036075362,528.4075486406313,39.8,23.1,29.1,8.0,37.1,20.53,Urban,,3.2893274964807415,,
Jarama,Ngoma,31001,91.25046759944657,339.73524536972366,24.9,22.7,34.9,17.5,52.4,24.5,Peri-urban,,1.8149867555267947,,
Karembo,Ngoma,17918,36.851936901813374,486.2159632949526,40.5,23.1,26.8,9.5,36.3,20.51,Urban,,2.661251740481049,,
Kazo,Ngoma,33073,70.07559788989863,471.9617241363196,40.8,23.4,27.1,8.7,35.8,20.369999999999997,Urban,6.627112283426501,2.5104589899844916,0.31279904224658256,Very Low
Kibungo,Ngoma,30989,43.366242465642166,714.5880813757774,63.9,16.2,16.1,3.8,19.900000000000002,15.98,Urban,0.7646193403994336,3.1311151453843533,0.3420248085008015,Very Low
Mugesera,Ngoma,29814,73.26014494934674,406.96070176511233,36.9,24.6,30.4,8.2,38.599999999999994,21.009999999999998,Urban,,2.866786060415004,,
Murama,Kayonza,23624,51.175706797813014,461.6252803959235,43.9,24.4,26.3,5.4,31.700000000000003,19.32,Urban,0.11788442755888263,2.3569051496931386,0.45335557293468476,High
Murama,Ngoma,27846,51.175706797813014,544.1253622546938,46.1,22.7,25.6,5.6,31.200000000000003,19.07,Urban,0.11788442755888263,2.3569051496931386,0.45013966535337835,High
Mutenderi,Ngoma,25739,75.55609034779636,340.66082405163377,42.3,23.9,26.7,7.0,33.7,19.82,Peri-urban,,1.440167674491093,,
Remera,Gasabo,49371,50.415003852747226,979.2918025793161,90.8,6.7,2.1,0.4,2.5,11.209999999999999,Urban,2.4660103357674314,3.282145841114266,0.15668134372111592,Very Low
Remera,Musanze,19805,50.415003852747226,392.83940268747557,51.1,23.5,23.3,2.1,25.400000000000002,17.64,Urban,2.4660103357674314,3.282145841114266,0.3381133379987713,Very Low
Remera,Gatsibo,32297,50.415003852747226,640.6227815499823,35.4,23.3,30.7,10.7,41.4,21.689999999999998,Urban,2.4660103357674314,3.282145841114266,0.47191126670980477,High
Remera,Ngoma,33049,50.415003852747226,655.5389759867902,48.1,20.0,24.4,7.5,31.9,19.13,Urban,2.4660103357674314,3.282145841114266,0.3942019636881102,Low
Rukira,Ngoma,29946,68.54148507982624,436.9032851436419,49.7,22.0,23.7,4.6,28.299999999999997,18.32,Urban,,2.226728557400242,,
Rukumberi,Ngoma,39946,85.95683328712762,464.72163378291964,27.1,21.4,31.5,20.0,51.5,24.44,Urban,,2.3768390286461765,,
Rurenge,Ngoma,33876,65.15623254939423,519.9195637089509,37.4,25.9,29.4,7.3,36.699999999999996,20.66,Urban,5.831277065349044,2.720479505621309,0.341996219424325,Very Low
Sake,Ngoma,28710,57.015039250082275,503.5513502686674,33.9,22.1,30.1,13.9,44.0,22.400000000000002,Urban,,3.2830265002287904,,
Zaza,Ngoma,28074,61.542026321466665,456.17607475832204,38.9,23.8,26.9,10.3,37.2,20.84,Urban,,2.910006032297299,,
Gashora,Bugesera,33560,98.8098053587829,339.6424057120861,51.5,21.5,20.2,6.8,27.0,18.23,Urban,2.483092001850843,2.6177082380474586,0.3502017433159028,Very Low
Juru,Bugesera,34020,81.32042408305159,418.3450883784838,31.2,27.6,30.3,10.9,41.2,22.089999999999996,Urban,,4.101172844438498,,
Kamabuye,Bugesera,23660,101.81193770213044,232.38925153572546,31.4,26.9,30.5,11.2,41.7,22.150000000000002,Peri-urban,,1.9354672863178266,,
Mareba,Bugesera,28866,55.903466856247306,516.3543805651148,29.9,21.7,32.9,15.4,48.3,23.36,Urban,,5.034171908989649,,
Mayange,Bugesera,53266,146.76055892412566,362.94492464789676,63.1,18.3,15.0,3.6,18.6,15.91,Urban,1.7230267953665441,2.6318145010018257,0.3019480073409556,Very Low
Musenyi,Bugesera,39886,87.44118626560775,456.1466021154371,32.7,23.8,31.5,12.0,43.5,22.28,Urban,,3.3794818254082943,,
Mwogo,Bugesera,31373,52.35073896099037,599.2847593493929,30.6,27.0,30.4,12.0,42.4,22.38,Urban,,4.134386166424979,,
Ngeruka,Bugesera,35192,92.27259239299951,381.3916905045135,28.5,23.0,33.4,15.1,48.5,23.509999999999998,Urban,0.9069005868460519,3.0251723097852445,0.5690776978017269,Very High
Ntarama,Bugesera,50127,63.927551225264246,784.1220106079982,54.2,17.9,18.2,9.7,27.9,18.339999999999996,Urban,,4.152257467995786,,
Nyamata,Bugesera,85982,94.87788923612673,906.2385419010835,67.9,15.7,12.5,3.9,16.4,15.24,Urban,0.5423828125867244,4.563423800663733,0.3213362620641204,Very Low
Nyarugenge,Nyarugenge,20673,46.275021061482654,446.7420981296391,90.6,7.0,2.2,0.2,2.4000000000000004,11.2,Urban,0.1770347167852996,2.8266095579172403,0.21144879246646717,Very Low
Nyarugenge,Bugesera,25347,46.275021061482654,547.7469143951996,32.0,24.0,31.0,13.0,44.0,22.5,Urban,0.1770347167852996,2.8266095579172403,0.5535127859596838,Very High
Rilima,Bugesera,28818,81.46656240205152,353.7402235996924,58.0,21.1,16.8,4.1,20.9,16.7,Urban,5.984509480885395,3.763416128669274,0.2066079628837519,Very Low
Ruhuha,Bugesera,28654,43.15662026994683,663.9537531152298,44.2,21.4,24.8,9.5,34.3,19.939999999999998,Urban,0.8251966533173872,5.181935095605687,0.45789413496901454,High
Rweru,Bugesera,35800,215.36493002620426,166.22947847471767,32.0,23.3,29.1,15.6,44.7,22.830000000000002,Peri-urban,,1.4554372160791655,,
Shyara,Bugesera,16366,31.432884483600745,520.6649109323237,25.6,23.9,34.1,16.4,50.5,24.13,Urban,,3.023657858365537,,
