Prov_ID,Province,Dist_ID,District,Sect_ID,Name,area_sqkm,join_key,sector,non_poor,vulnerable,moderately_poor,severely_poor,total,count,district,poverty_rate,poverty_index,population_density,poor_population,poor_population_density
2.0,Southern Province,24.0,Huye,2413.0,Simbi,42.950327715938464,simbi,Simbi,38.9,27.3,28.0,5.9,100,24196,Huye,33.9,20.11,563.3484372930894,8202.444,190.9751202423573
2.0,Southern Province,24.0,Huye,2414.0,Tumba,17.925404619727512,tumba,Tumba,68.8,13.9,12.5,4.8,100,39494,Huye,17.3,15.330000000000002,2203.24175871241,6832.462,381.16082425724693
2.0,Southern Province,24.0,Huye,2414.0,Tumba,17.925404619727512,tumba,Tumba,46.1,31.0,21.0,1.9,100,21093,Rulindo,22.9,17.869999999999997,1176.7098398875996,4830.297,269.4665533342603
2.0,Southern Province,25.0,Nyamagabe,2501.0,Buruhukiro,156.80880850047382,buruhukiro,Buruhukiro,23.1,29.0,35.4,12.6,100,27259,Nyamagabe,48.0,23.77,173.8358977449767,13084.32,83.44123091758881
2.0,Southern Province,25.0,Nyamagabe,2502.0,Cyanika,53.731616522987935,cyanika,Cyanika,40.6,27.7,27.3,4.5,100,27403,Nyamagabe,31.8,19.59,509.99768429219336,8714.154,162.17926360491748
2.0,Southern Province,25.0,Nyamagabe,2502.0,Cyanika,53.731616522987935,cyanika,Cyanika,36.1,25.1,32.6,6.1,100,40938,Burera,38.7,20.85,761.897792196249,15843.006000000001,294.8544455799484
2.0,Southern Province,25.0,Nyamagabe,2503.0,Gasaka,40.42042967511407,gasaka,Gasaka,60.5,20.5,16.4,2.6,100,36379,Nyamagabe,19.0,16.11,900.0151728322105,6912.01,171.00288283812
2.0,Southern Province,25.0,Nyamagabe,2504.0,Gatare,64.26576676235247,gatare,Gatare,24.0,28.8,36.1,11.1,100,17838,Nyamagabe,47.2,23.43,277.56612732814506,8419.536,131.01121209888447
2.0,Southern Province,25.0,Nyamagabe,2505.0,Kaduha,74.71643710736086,kaduha,Kaduha,27.0,26.9,34.8,11.3,100,23844,Nyamagabe,46.099999999999994,23.04,319.1265660290827,10992.083999999999,147.1173469394071
2.0,Southern Province,25.0,Nyamagabe,2506.0,Kamegeri,32.68055306662011,kamegeri,Kamegeri,28.4,32.1,31.7,7.9,100,14967,Nyamagabe,39.6,21.93,457.97878541068155,5926.932000000001,181.3595990226299
2.0,Southern Province,25.0,Nyamagabe,2507.0,Kibirizi,49.210845033541105,kibirizi,Kibirizi,36.8,22.0,32.1,9.1,100,34480,Gisagara,41.2,21.35,700.6585637068239,14205.76,288.6713282472115
2.0,Southern Province,25.0,Nyamagabe,2507.0,Kibirizi,49.210845033541105,kibirizi,Kibirizi,34.2,33.5,27.8,4.6,100,22044,Nyamagabe,32.4,20.3,447.9500399754416,7142.255999999999,145.13581295204307
2.0,Southern Province,25.0,Nyamagabe,2508.0,Kibumbwe,48.93954127485224,kibumbwe,Kibumbwe,27.0,32.3,30.9,9.8,100,14131,Nyamagabe,40.7,22.349999999999998,288.74402235685164,5751.317000000001,117.51881709923865
